3*, State-gov, *****, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K,
1*, Private, 1*****, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K,
5*, Private, 1*****, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 50, United-States, >50K,
4*, State-gov, 3*****, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 55, United-States, <=50K,
2*, Private, 2*****, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, 11th, 7, Divorced, Other-service, Unmarried, Other, Female, 0, 0, 40, United-States, <=50K,
2*, ?, 2*****, Some-college, 10, Never-married, ?, Own-child, Black, Male, 0, 0, 40, ?, <=50K,
4*, Private, 3*****, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, *****, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 10520, 0, 48, United-States, >50K,
4*, Federal-gov, 3*****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 44, United-States, >50K,
6*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K,
4*, Self-emp-not-inc, *****, Some-college, 10, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K,
5*, Private, 2*****, 10th, 6, Married-civ-spouse, Sales, Husband, White, Male, 0, 1977, 40, United-States, >50K,
3*, Federal-gov, 3*****, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, *****, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 30, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 65, United-States, >50K,
2*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K,
4*, Local-gov, 3*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 1977, 40, United-States, >50K,
4*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K,
4*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, ?, 1*****, 10th, 6, Divorced, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
4*, Private, *****, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K,
5*, Self-emp-inc, 1*****, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K,
2*, State-gov, 1*****, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 15, United-States, <=50K,
6*, Self-emp-not-inc, 1*****, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 25, United-States, >50K,
5*, Federal-gov, 1*****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K,
4*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 49, United-States, >50K,
3*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 7298, 0, 45, United-States, >50K,
3*, Private, *****, Prof-school, 15, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 42, United-States, >50K,
2*, Private, 3*****, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Local-gov, *****, HS-grad, 9, Widowed, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K,
5*, Private, 2*****, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, Germany, >50K,
4*, Local-gov, 2*****, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 2*****, HS-grad, 9, Never-married, Craft-repair, Own-child, Black, Male, 0, 0, 40, United-States, <=50K,
4*, Private, *****, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
5*, Local-gov, 1*****, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, >50K,
4*, Private, 1*****, Prof-school, 15, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, ?, >50K,
2*, Private, 2*****, 10th, 6, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, Mexico, <=50K,
5*, Private, 2*****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, ?, >50K,
3*, Private, 2*****, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, >50K,
3*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States, >50K,
4*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 35, United-States, <=50K,
2*, State-gov, 3*****, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K,
4*, Self-emp-not-inc, 1*****, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K,
4*, State-gov, 3*****, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, *****, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Wife, White, Female, 0, 0, 35, United-States, <=50K,
4*, Local-gov, 2*****, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, Prof-school, 15, Divorced, Prof-specialty, Not-in-family, White, Male, 99999, 0, 45, United-States, >50K,
4*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K,
2*, Private, 2*****, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 45, United-States, <=50K,
5*, Self-emp-not-inc, 1*****, HS-grad, 9, Married-spouse-absent, Other-service, Unmarried, White, Female, 0, 0, 45, United-States, <=50K,
3*, Self-emp-not-inc, 2*****, 12th, 8, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, Trinadad&Tobago, <=50K,
3*, Local-gov, 3*****, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K,
2*, Private, *****, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, Assoc-acdm, 12, Never-married, Machine-op-inspct, Unmarried, White, Male, 0, 0, 45, United-States, <=50K,
4*, Private, 2*****, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K,
3*, Private, 2*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K,
4*, Private, 1*****, Bachelors, 13, Married-spouse-absent, Other-service, Not-in-family, White, Female, 0, 0, 40, ?, <=50K,
4*, Self-emp-inc, 3*****, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K,
3*, Private, 3*****, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K,
5*, Private, 1*****, 7th-8th, 4, Separated, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 30, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Married-spouse-absent, Sales, Unmarried, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 2*****, 5th-6th, 3, Married-spouse-absent, Farming-fishing, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K,
5*, Self-emp-inc, 1*****, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, >50K,
6*, Private, *****, Some-college, 10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, >50K,
3*, Private, 3*****, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 60, ?, <=50K,
2*, Private, 1*****, 9th, 5, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 50, Dominican-Republic, <=50K,
2*, Private, 1*****, HS-grad, 9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, 0, 0, 48, South, <=50K,
3*, Private, 2*****, Bachelors, 13, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 30, United-States, <=50K,
5*, Self-emp-inc, 1*****, Bachelors, 13, Widowed, Sales, Unmarried, White, Male, 0, 0, 65, United-States, >50K,
3*, Private, 1*****, 7th-8th, 4, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K,
4*, Local-gov, 1*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 50, United-States, >50K,
2*, ?, 1*****, Bachelors, 13, Never-married, ?, Own-child, Other, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 2*****, 10th, 6, Widowed, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, *****, Assoc-acdm, 12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 2415, 55, United-States, >50K,
2*, Private, 1*****, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 35, United-States, <=50K,
3*, Private, 1*****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, Greece, <=50K,
3*, Private, *****, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, >50K,
5*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K,
3*, Private, 2*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K,
5*, Private, 2*****, 11th, 7, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
4*, Self-emp-inc, 1*****, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 70, United-States, >50K,
5*, Local-gov, 1*****, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 2002, 45, United-States, <=50K,
2*, Self-emp-not-inc, 1*****, Some-college, 10, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 35, United-States, <=50K,
4*, Private, 2*****, Bachelors, 13, Divorced, Adm-clerical, Not-in-family, Black, Male, 0, 0, 65, United-States, <=50K,
5*, Self-emp-not-inc, 2*****, Prof-school, 15, Married-civ-spouse, Sales, Wife, White, Female, 15024, 0, 35, United-States, >50K,
4*, Self-emp-not-inc, 1*****, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 1902, 80, United-States, >50K,
5*, Local-gov, 3*****, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 3464, 0, 40, United-States, <=50K,
3*, ?, *****, HS-grad, 9, Never-married, ?, Own-child, Black, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 2*****, 7th-8th, 4, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K,
4*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, Black, Female, 0, 0, 35, United-States, >50K,
5*, ?, 1*****, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 50, United-States, <=50K,
5*, Self-emp-not-inc, 2*****, 1st-4th, 2, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 25, ?, <=50K,
5*, Private, 1*****, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K,
3*, Self-emp-not-inc, 3*****, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 40, Poland, <=50K,
4*, Private, 2*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Other, Male, 0, 0, 40, Puerto-Rico, <=50K,
1*, ?, 1*****, Some-college, 10, Never-married, ?, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K,
3*, Private, *****, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
4*, Private, 2*****, Some-college, 10, Separated, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 2*****, 9th, 5, Never-married, Machine-op-inspct, Other-relative, White, Male, 0, 0, 48, Mexico, <=50K,
4*, Local-gov, 1*****, Bachelors, 13, Separated, Prof-specialty, Unmarried, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 2*****, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 3103, 0, 40, United-States, >50K,
2*, Private, 1*****, Assoc-voc, 11, Never-married, Sales, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K,
6*, Self-emp-inc, 1*****, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 20051, 0, 40, ?, >50K,
4*, Self-emp-inc, 2*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K,
3*, Private, 2*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 50, United-States, >50K,
4*, State-gov, 2*****, 11th, 7, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Sales, Own-child, Black, Female, 0, 0, 20, United-States, <=50K,
4*, Local-gov, 1*****, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, >50K,
3*, Private, *****, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, White, Male, 0, 0, 55, United-States, <=50K,
4*, Self-emp-not-inc, 2*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K,
4*, ?, 1*****, Assoc-voc, 11, Divorced, ?, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, ?, >50K,
3*, Private, 2*****, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 1669, 50, United-States, <=50K,
4*, Private, 1*****, Assoc-acdm, 12, Divorced, Prof-specialty, Unmarried, White, Female, 5455, 0, 38, United-States, <=50K,
3*, Private, 2*****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1848, 40, Peru, >50K,
2*, Private, 1*****, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
3*, Self-emp-not-inc, 1*****, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K,
3*, Private, 2*****, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 43, United-States, <=50K,
3*, Self-emp-inc, 1*****, Assoc-acdm, 12, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K,
3*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K,
3*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K,
2*, ?, 2*****, HS-grad, 9, Married-civ-spouse, ?, Wife, Black, Female, 0, 0, 30, United-States, <=50K,
3*, Federal-gov, *****, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K,
3*, Private, 1*****, 10th, 6, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K,
5*, Local-gov, 3*****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, >50K,
5*, Private, 2*****, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 46, United-States, <=50K,
3*, Local-gov, 2*****, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Federal-gov, *****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K,
4*, Private, 1*****, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 3*****, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K,
4*, Private, *****, Some-college, 10, Never-married, Farming-fishing, Other-relative, White, Male, 0, 0, 50, United-States, <=50K,
4*, Private, 2*****, HS-grad, 9, Separated, Other-service, Other-relative, White, Female, 0, 0, 25, United-States, <=50K,
2*, Private, 1*****, Prof-school, 15, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Self-emp-inc, *****, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 72, United-States, <=50K,
3*, State-gov, 1*****, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 2*****, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Cuba, <=50K,
